Glucose_max,Glucose_min,Glucose_variance,velocity_max,velocity_min,velocity_variance,rms_max,rms_min,rms_variance,fft_max,fft_min,fft_variance
183.0,96.0,494.5390218522373,18.0,-15.0,48.84,177.05874731286224,113.47775112329289,329.9240454804424,4337.0,17.422003508183675,575126.6085533791
169.0,72.0,1387.777315296566,34.0,-4.0,56.64888888888889,163.64351499524813,74.83047507533279,1285.0562406731794,3762.0,32.66091704588823,446032.7847382736
326.0,224.0,617.2757544224767,19.0,-15.0,57.89888888888889,317.6482331132978,248.15156658784161,335.1117281867285,8822.0,27.360434586974804,2391104.6461222554
191.0,149.0,119.61082206035378,10.0,-12.0,31.039999999999996,181.05744944630143,156.4825868906825,53.93412860905831,5247.0,14.774851253147325,844629.3654842309
174.0,73.0,1012.4994797086367,21.0,-21.0,82.36555555555556,164.0249980948026,79.97874717698447,971.8458395395121,4119.0,7.962482654088498,532057.7212860337
251.0,122.0,1703.6191467221645,51.0,-20.0,176.70666666666665,241.11698405545803,128.70042734971784,1564.382729839969,5823.0,7.25295450669213,1058767.4986979528
279.0,151.0,2575.700312174818,3.0,-19.0,34.738888888888894,279.0,154.41891075901293,2339.2579305511385,6538.0,53.514567937209144,1323562.4556520053
184.0,110.0,593.4047866805411,27.0,-9.0,53.288888888888884,177.28733739328368,111.41005340632415,574.4155397545256,4198.0,2.237829839410396,547399.0157243082
182.0,122.0,289.15712799167534,23.0,-16.0,67.11666666666666,175.69860557215586,126.8652828791234,222.0258742063766,4466.0,2.6220962893945887,613242.9267546256
185.0,116.0,346.17898022892814,25.0,-9.0,57.248888888888885,179.061441968951,129.64721362219862,249.2124174635998,4544.0,9.800414970586463,633138.1170445089
224.0,133.0,613.3860561914672,23.0,-26.0,76.97333333333334,213.31010290185506,155.2391703147115,406.266714704589,5827.0,35.22248480712594,1033679.4867306955
229.0,136.0,560.5140478668053,21.0,-33.0,130.13333333333333,221.2943740812224,147.94931564559533,478.73064457100855,5882.0,3.3228041887913604,1061208.7091225777
188.0,132.0,308.39958376690953,12.0,-13.0,26.982222222222223,180.32692533285206,134.01641690479568,256.0577596708746,4827.0,11.301921569018793,716594.3677229441
182.0,129.0,209.31737773152966,11.0,-14.0,41.32888888888888,174.67856193591703,133.63981442668947,180.6167978479763,4687.0,1.7942664148638716,675518.1616982582
239.0,150.0,607.4318418314256,27.0,-12.0,74.64555555555556,230.68896809340492,162.76793295978175,354.5683170434287,6054.0,28.891438343836604,1122348.5945932374
143.0,79.0,453.97918834547346,6.0,-13.0,19.565555555555555,140.80767024562263,84.09756239035707,423.4527094240205,3584.0,13.772384473634542,396904.9001673504
205.0,141.0,362.49947970863695,34.0,-12.0,82.84555555555558,200.28230076569423,148.08781178746617,246.3328820340712,5080.0,5.908500081210944,791386.2723097957
166.0,68.0,924.570239334027,37.0,-23.0,131.89333333333335,158.20113779616125,73.72380890865583,850.0718267938153,3024.0,7.56600766428569,289580.4860794103
225.0,131.0,823.7336108220603,25.0,-32.0,97.14333333333333,219.65791586009368,133.4158911074689,789.6305975459915,5657.0,3.128548304401174,989265.9462265046
162.0,80.0,533.6482830385016,26.0,-15.0,87.43222222222225,150.59482062806808,87.85101023892668,447.08079766345213,3213.0,10.700001792901375,318062.3971416052
219.0,123.0,538.4099895941727,20.0,-24.0,109.70666666666668,213.6436285031688,144.3849022578192,462.9062911153793,5707.0,5.3126767483611115,1001119.9733720879
181.0,89.0,869.9334027055152,24.0,-11.0,49.47666666666667,174.85765639513758,90.0133323458253,777.9947807239425,4177.0,10.747097026162693,543064.1091336395
244.0,101.0,2059.8501560874092,10.0,-3.0,7.578888888888887,238.45586593749377,108.84576243474065,1482.3157840910255,5561.0,69.68826330688137,936605.3075231741
161.0,71.0,656.8928199791883,10.0,-15.0,35.80555555555555,146.9857135914916,77.50612878992216,377.77482533279493,3582.0,35.71076988572742,385679.75460024516
226.0,90.0,1907.6670135275756,9.0,-13.0,27.43222222222222,219.62513517354975,95.51649072280661,1412.7951080021764,4977.0,51.168908401448796,757634.0763791179
218.0,112.0,1015.3465140478669,13.0,-19.0,45.41,210.28980003794763,125.37463858372634,675.6392215724252,5440.0,37.42136964135475,904281.8475449891
209.0,168.0,179.78772112382933,14.0,-9.0,35.40555555555555,205.61225644401648,169.6160369776396,131.53180067911904,5866.0,1.1873839222436564,1063310.9369401613
113.0,76.0,114.44953173777314,10.0,-6.0,15.356666666666667,109.6558251986642,77.8138805098422,93.05870878607081,2782.0,2.3799665863241217,238600.52068557206
232.0,77.0,2502.693028095733,14.0,-36.0,119.76555555555554,229.8107917396396,83.05419917138447,1712.56177595709,4561.0,59.26319018517928,633843.3540476302
161.0,95.0,411.958376690947,15.0,-7.0,24.156666666666663,154.85477067239486,96.40331944492368,259.88274105240373,3965.0,26.19300426228644,476830.0278078001
131.0,77.0,181.64828303850155,23.0,-14.0,52.22333333333333,128.22246293064254,86.71101429460965,132.22001479179113,3430.0,3.0680694835079563,360255.5445845699
255.0,124.0,1772.6888657648283,13.0,-17.0,41.84555555555555,250.43242601548226,141.1042168044598,1232.388525989347,6405.0,50.80902967620002,1251990.4026245263
307.0,47.0,10009.14047866805,16.0,-33.0,188.5288888888889,304.60499011014247,52.816664037025284,9517.627352364923,5630.0,66.81946154216207,1134515.9777423244
125.0,83.0,158.38709677419354,7.0,-13.0,16.272222222222222,121.46192819151193,85.82656931277167,104.69722081472176,3100.0,13.55746033288327,293029.15988397546
232.0,130.0,807.1592091571281,6.0,-18.0,29.706666666666663,222.55695900151045,143.91525283999607,398.1567471743361,5929.0,44.81821124067036,1063267.6463333794
182.0,129.0,262.3142559833507,5.0,-12.0,13.245555555555551,179.6151441276598,136.30040352104612,135.4353715996164,5162.0,19.73181660909191,815675.696175788
250.0,132.0,1225.5920915712798,18.0,-17.0,80.83222222222224,241.54047279907357,137.94129185997932,851.5847581517023,5940.0,15.18035614300681,1093121.926822443
204.0,119.0,473.71279916753383,14.0,-16.0,43.472222222222214,185.63835810521488,120.81887269793573,229.64694714074398,4639.0,37.94238194557374,650144.3673754984
283.0,199.0,354.3496357960458,16.0,-15.0,36.4888888888889,274.7147611614636,221.32510024848062,210.51366124914654,7601.0,12.640065654278564,1776352.456989151
154.0,74.0,461.01768990634764,14.0,-20.0,50.23222222222223,148.49915824677257,89.69280907631335,332.8020885904085,3578.0,16.461272256113237,390434.02685535705
139.0,59.0,826.5431841831427,5.0,-10.0,14.898888888888889,138.00579697969212,62.26877226989464,741.8700572288773,3044.0,25.75102488387278,289789.17344350636
188.0,91.0,885.0676378772112,15.0,-19.0,54.032222222222224,178.40627791644553,106.73518632578481,545.8151155784188,4670.0,38.658641906845816,660283.5662874699
204.0,144.0,257.92715920915714,15.0,-9.0,37.86222222222223,199.08440421087735,151.1178348177342,189.87895796621677,5503.0,6.152123011965087,931330.3120030682
215.0,149.0,354.6347554630593,22.0,-16.0,71.19555555555556,206.0931828081657,153.9759721515016,182.36313077785292,5907.0,22.117051030605726,1063569.9748238365
172.0,126.0,135.0239334027055,21.0,-13.0,32.41,161.46454719225517,126.20063391282946,105.51190530327386,4293.0,1.5131052185494434,566754.6355280402
206.0,144.0,373.83766909469307,18.0,-12.0,38.36,204.8023437365891,158.10123339177338,171.83673925086515,5736.0,0.9435074213578892,1017573.7106035135
222.0,110.0,1052.9947970863682,22.0,-10.0,61.56555555555556,213.47365176995498,116.96837179340405,870.037703688437,5183.0,14.475928068825779,833322.896885516
202.0,131.0,364.21852237252864,21.0,-9.0,35.23222222222221,195.90558950678258,136.5327799467952,259.7466504249785,5291.0,18.580984197940992,856273.1616033189
