Glucose_max,Glucose_min,Glucose_variance,velocity_max,velocity_min,velocity_variance,rms_max,rms_min,rms_variance,fft_max,fft_min,fft_variance
168.0,112.0,356.5785639958378,14.0,-14.0,43.782222222222224,161.05340729087354,113.60809830289388,316.44990174859674,4255.0,0.9021168195315443,561209.1274816882
159.0,86.0,371.05515088449533,15.0,-15.0,46.55666666666666,151.4562643141577,102.60506810094714,288.4153320719538,3661.0,5.817841735829508,411783.4996990025
136.0,54.0,634.4183142559834,40.0,-17.0,112.41000000000001,126.15070352558483,63.65217985269633,358.8843369327976,2820.0,34.70942583147362,238182.0510862788
165.0,85.0,611.6045785639958,12.0,-11.0,33.809999999999995,161.03974664659654,88.65776897711785,488.2164310011557,3860.0,18.05115996209572,457067.2255530309
184.0,68.0,1603.5192507804372,9.0,-15.0,35.862222222222236,178.41412500135743,76.46960180359252,1120.7875021827965,4351.0,54.134193052793215,578418.0611429309
172.0,133.0,75.21123829344431,7.0,-11.0,12.832222222222223,159.23441838999506,137.4387136144689,43.01120521862438,4730.0,5.1897320642960825,690885.1186990413
293.0,71.0,5072.2851196670135,10.0,-23.0,85.71555555555555,271.92020888488594,78.03973346956023,3725.9723513936383,4346.0,99.00949054075363,598613.9518828832
148.0,83.0,472.96357960457857,12.0,-5.0,23.205555555555566,144.21442368917195,86.84699188803259,389.2472018161146,3846.0,19.607807322991675,451320.4501139325
209.0,96.0,1151.0634755463057,23.0,-28.0,105.51555555555557,199.7678652836837,102.1077861869505,876.3995194352797,4682.0,6.556871724379634,687632.7327530679
150.0,89.0,330.1519250780437,27.0,-12.0,51.51555555555557,140.58876199753664,90.40575202939246,286.6110980693709,3283.0,2.3174455149410074,332002.2887815014
164.0,62.0,851.2507804370449,18.0,-21.0,74.93333333333334,157.09423923237924,64.63590333553017,698.8400026434163,3296.0,12.016420162055383,341098.2783669129
169.0,98.0,618.7575442247661,14.0,-9.0,24.648888888888887,161.28484119718132,100.87021364109427,502.0714666166154,4344.0,20.744880477502793,576758.1668658835
130.0,81.0,379.5754422476587,4.0,-8.0,9.182222222222219,129.2006191935627,84.8080184888198,338.1127653914209,3249.0,20.122419147029163,324453.2297777402
238.0,142.0,1497.7273673257023,12.0,-4.0,19.088888888888892,235.80797272357015,142.20056258679148,1405.9956956622166,5908.0,36.46839438789669,1080467.9130832527
400.0,213.0,3232.2539021852235,12.0,-48.0,145.6722222222222,396.80977810532846,238.60930409353278,2299.580259924281,9391.0,77.22388874711343,2672427.64628965
217.0,126.0,881.9854318418314,12.0,-3.0,14.49888888888889,199.14366673334104,126.8006309132569,638.6071849585677,4916.0,42.173305357693174,734565.1096311609
175.0,95.0,982.8990634755461,17.0,-5.0,30.995555555555562,171.61934622879787,97.82331010551626,908.603714891811,4214.0,26.719032678161476,553339.4347720593
289.0,161.0,1002.0603537981269,24.0,-20.0,76.18222222222224,278.7059382216317,183.96630126194307,654.7256508614565,7004.0,25.255681257436432,1504543.7352937486
